image_path,ground_truth_label,model_output
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0001.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '84109716-f830-4830-8890-a5f99c59df06'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0002.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '7a0e75e2-461e-4308-ad8b-e3ac624c070e'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0003.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '691929b6-d322-4783-a69a-a6caf4de48e9'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0004.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'ccd5450f-a9b1-4508-9a27-75696f8c61dd'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0005.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '553dffc1-88b4-42c7-a856-18de6d6a15eb'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0006.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'abab8bae-83a3-47d0-ae84-60976e828c67'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0007.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'e6d450f8-27ba-4d52-9b22-9f8185940567'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0008.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '30773b67-71e4-4c20-a381-287e4d779a02'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0009.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '03d18a4a-413d-4acb-9bf7-a8e8f30769a7'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0010.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'a02d7eac-2ae5-4b55-930b-508a6a243647'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0011.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '7d88a05f-0ba7-4200-8466-cda53e237ce0'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0012.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'b69a4f41-c845-4c6e-905f-b8d9bdef59ae'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0013.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'ee2f1fca-bc0b-4c87-8e15-06885fcce25b'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0014.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'fed211c3-0d01-44e0-a720-39a6004f1b93'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0015.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '2be20865-34bb-4fe6-bf85-38ea6355b68b'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0016.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'c455458f-51e6-4da5-a4c4-cdde5b36e30c'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0017.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '2c682fa7-8228-499d-8f35-355bc98b1455'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0018.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'bb44b83d-738f-43df-aa1c-dcbc7dbbe3af'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0019.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '9c63e7e5-275b-4beb-8bac-7d89c966312e'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0020.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '8711d767-6700-474f-9afa-b64cbf6cb686'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0021.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'ff0b3d5e-8975-432a-89d9-45940d80193a'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0022.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '46aae9c3-751a-402a-a216-5869a9ef5ec4'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0023.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '9014fd11-a13e-4124-9f2f-59e1e3f3a807'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0024.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '061dcd23-2a86-464c-9f5e-39e0a394597f'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0025.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'e3bbd412-116e-4822-89ef-9a2ee6eecc3b'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0026.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'dfc20a00-3932-4a9a-aed1-30217fe8c3ff'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0027.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'c6a6f07e-ab5f-4afc-968a-ca429862a344'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0028.jpg,no_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '4eb7904c-e23a-463d-8277-ea12ffb41833'}}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0029.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '23b1db60-5c9e-43a6-bba0-f1eb57e9dcb1'}"
C:\Users\admin\Desktop\Experiment01\No Crack\no_crack_0030.jpg,no_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '3cb52875-d60c-49ad-b798-3d7ed468a9fa'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0001.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '231e3f36-4591-4404-bb8a-a57fd0859908'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0002.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'c7069ddd-d455-42e0-99c5-552c516c5e2b'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0003.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'bade4ef0-4b7c-4bb2-8420-5fe767d7ff91'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0004.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '30f32445-bede-4424-9beb-3390760c0691'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0005.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '64be1c59-805e-43a6-830d-315253bf3a72'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0006.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '4384d2ea-b940-4a73-b9d0-e3aac5dec3ba'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0007.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '309d0dae-44b1-440d-8389-1259bb4e3328'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0008.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '7da51287-63e6-4773-be02-8c875b356aed'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0009.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'ba2fbef2-357f-4e04-ac6e-20c1f48dc566'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0010.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '66e7393c-fb36-45ae-a198-04665fb2dcac'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0011.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'c87229ce-6226-4a37-b513-3c32ad110bbc'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0012.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'ac5f5c91-faec-40a4-b6c3-5237ab70b837'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0013.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'dd785107-e675-4a1c-9a0e-c11435c9088b'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0014.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '7f72b172-f75a-4161-94ed-8e763506c05b'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0015.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '38a5342c-f813-4715-8a44-8b4dec01008c'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0016.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '2f7c37ec-aacb-4c00-a41a-05abd9be121f'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0017.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '07de96f0-f151-4e3c-82c4-502c55fa22dd'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0018.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '7e652654-cbcb-4309-a932-f2edfaa21d08'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0019.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'fc242e54-0fed-4145-8b2d-b152921dc649'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0020.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'd2b8ea98-743e-4fcb-a839-32506907a159'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0021.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'c300fae9-c3c4-4b5a-96f4-6a69b7ddedb2'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0022.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'a20b7386-c959-4a24-b81f-67ee49d1d9b8'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0023.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'a7d5c920-1360-41eb-9adb-bda2e354662a'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0024.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': 'e4ae22af-0014-46a2-8837-dce7a73d4d38'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0025.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '42373d4f-980b-44fa-928a-1fbd75ee6678'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0026.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': 'da958811-a8ac-473e-801b-a5401b77cc8d'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0027.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '9d223dc0-fde0-435c-80dc-890be6cb09c6'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0028.jpg,road_crack,"ERROR: Error code: 400 - {'error': {'code': 'invalid_parameter_error', 'message': '<400> InternalError.Algo.InvalidParameter: The provided URL does not appear to be valid. Ensure it is correctly formatted.', 'param': None, 'type': 'invalid_request_error'}, 'request_id': '27b4a03a-349f-4648-a1b5-8d291ce72ff2'}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0029.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '445c98f2-509f-4606-bf91-cb24736dc28c'}}"
C:\Users\admin\Desktop\Experiment01\road_crack\road_crack_0030.jpg,road_crack,"ERROR: Error code: 429 - {'errors': {'message': 'Request limit exceeded.', 'request_id': '72b24da7-77c6-4e16-8e1c-0cfe1a61b19e'}}"
